COD_BENEF_BI,FECHAINI,HORAINI,DURACION,CSE_RSH,EDAD_GRUPO,SEXO,DIRECCION_ZONAL,P00,P0,P1,P2,P3,P4,P5,P6,P7,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,FE
999,04-12-2021,14:03:31,403,0-40,60+,HOMBRE,CN,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,No,Sí,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No me atendería,Sí,Consultorio,"Sí, todos",,Sí,32000,No,No,,Pensionado,"Sí, en hospital público",3000000,No,,La Ligua,No,Sí,6495.625
76430560,08-12-2021,11:38:45,451,0-40,60+,MUJER,N,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Nada urgente,Urgente,Muy urgente,Urgente,No lo necesito,Sólo en restricciones,Sí,Hospital público,"Sí, algunos",,Sí,180000,Sí,Sí,No,Pensionado,No,,No,,Antofagasta,Sí,Sí,6412.5
69960434,17-12-2021,17:46:16,865,0-40,60+,HOMBRE,S,Sí,Sí,Fonasa,Otra razón,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,Urgente,No lo necesito,Poco urgente,Nada urgente,No lo necesito,Poco urgente,Sólo en restricciones,Sí,Hospital público,"Sí, todos",,No,,No,Sí,No,Pensionado,No,,No,,Galvarino,Sí,Sí,6797.7646
70888322,08-12-2021,16:24:41,412,0-40,60+,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,No,,No,No,,Pensionado,No,,Sí,14000,Curicó,Sí,Sí,6680.04
69464519,07-12-2021,17:33:53,537,41-80,60+,HOMBRE,N,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Médico particular,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,50000,No,Sí,Sí,Trabaja remuneradamente,No,,No,,Iquique,Sí,Sí,6132.25
70227666,14-12-2021,15:03:15,726,0-40,60+,MUJER,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,Poco urgente,Poco urgente,Muy urgente,Urgente,Muy urgente,Urgente,Igual que presencial,Sí,Consultorio,"Sí, algunos",,Sí,10000,No,Sí,No,Pensionado,No,,No,,Valparaíso,Sí,Sí,6851.6313
71973424,18-12-2021,13:23:48,316,>80-NA,60+,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,Urgente,Urgente,Poco urgente,Urgente,Poco urgente,Urgente,Sólo en restricciones,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Chillán,Sí,Sí,6916.375
71653174,09-12-2021,18:24:56,625,0-40,60+,HOMBRE,CN,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Muy urgente,No lo necesito,,Muy urgente,No lo necesito,Poco urgente,No me atendería,Sí,Consultorio,"Sí, todos",,No,,No,Sí,No,Pensionado,No,,No,,Valparaíso,Sí,Sí,6495.625
70056658,11-12-2021,14:53:50,869,0-40,60+,MUJER,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Muy urgente,No me atendería,Sí,Hospital público,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,Galvarino,Sí,Sí,6573.25
74371465,11-12-2021,15:11:34,344,0-40,60+,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Médico particular,"No, ninguno",No están disponibles,Sí,21000,No,No,,Pensionado,No,,No,,San Antonio,Sí,Sí,6495.625
67288370,14-12-2021,16:38:46,292,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No lo necesito,No me atendería,Sí,Consultorio,"Sí, todos",,Sí,100000,No,No,,Quehaceres del hogar,No,,Sí,,Peñalolén,Sí,Sí,6565.9058
68080833,08-12-2021,16:14:49,393,0-40,60+,MUJER,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No me atendería,Sí,Consultorio,"Sí, todos",,No,,No,No,,Trabaja remuneradamente,No,,No,,Iquique,Sí,Sí,6412.5
71630067,17-12-2021,18:43:34,431,0-40,60+,HOMBRE,S,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Hospital público,"Sí, todos",,No,,No,Sí,No,Pensionado,No,,No,,Punta Arenas,Sí,Sí,6797.7646
67203171,13-12-2021,14:10:20,339,0-40,60+,HOMBRE,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me cambiaría a Isapre,Sí,No,,Sí,Poco urgente,Poco urgente,No lo necesito,Urgente,Nada urgente,Nada urgente,Urgente,No me atendería,Sí,Hospital público,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,Tucapel,Sí,Sí,6696.6362
81412517,13-12-2021,13:18:23,441,0-40,60+,MUJER,CN,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,Urgente,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No me atendería,Sí,Médico particular,"No, ninguno",No están disponibles,Sí,30000,No,No,,Pensionado,No,,No,,La Ligua,Sí,Sí,6851.6313
69848879,04-12-2021,19:12:32,482,41-80,60+,MUJER,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Urgente,Muy urgente,No me atendería,Sí,Consultorio,"Sí, todos",,Sí,50000,Sí,No,,Pensionado,"Sí, en centro privado",100000,No,,Las Condes,Sí,Sí,6676.1055
67020689,06-12-2021,15:37:43,323,41-80,60+,HOMBRE,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No he conseguido hora,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No me atendería,Sí,Consultorio,"Sí, todos",,Sí,2000,No,No,,Pensionado,No,,No,,Paillaco,Sí,Sí,6759.3335
71533700,11-12-2021,12:35:38,215,41-80,60+,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Lo Espejo,Sí,Sí,6599.2856
68355390,11-12-2021,13:39:15,213,0-40,60+,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Nada urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Hospital público,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,Maule,Sí,Sí,6680.04
83212664,08-12-2021,11:04:37,414,0-40,60+,MUJER,CN,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me cambiaría a Isapre,Sí,No,,Sí,No lo necesito,Nada urgente,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Médico particular,"No, ninguno",No se atiende en consultorio,Sí,50000,No,Sí,Sí,Pensionado,No,,No,,Puchuncaví,Sí,Sí,6851.6313
68464861,13-12-2021,15:18:29,646,41-80,60+,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No me atendería,Sí,Consultorio,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,Peñalolén,Sí,Sí,6599.2856
81777864,17-12-2021,11:43:56,450,0-40,60+,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me cambiaría a Isapre,Sí,No,,Sí,Urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Consultorio,"Sí, algunos",,Sí,40000,No,No,,Quehaceres del hogar,No,,No,,Providencia,Sí,Sí,6813.6841
77932255,08-12-2021,13:57:11,397,41-80,60+,MUJER,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,,No lo necesito,Muy urgente,Urgente,Muy urgente,Muy urgente,No me atendería,Sí,Hospital público,"No, ninguno",No están disponibles,Sí,30000,No,Sí,No,Incapacitado para trabajar,No,,No,,Santiago,Sí,Sí,6676.1055
71377542,08-12-2021,12:04:13,1124,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Igual que presencial,Sí,Consultorio,"Sí, todos",,No,,No,Sí,Sí,Pensionado,No,,No,,Lo Espejo,Sí,Sí,6565.9058
73210614,10-12-2021,14:24:12,481,>80-NA,60+,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,Poco urgente,,,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Consultorio,"No, ninguno",No se atiende en consultorio,Sí,90000,No,Sí,No,Pensionado,No,,No,,Limache,Sí,Sí,6742.5
77134450,08-12-2021,11:28:54,339,0-40,60+,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,,Sí,Consultorio,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,Rancagua,Sí,Sí,6813.6841
82296456,15-12-2021,14:35:07,335,0-40,60+,HOMBRE,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,Sí,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Igual que presencial,No,,,,,,No,Sí,No,Pensionado,No,,Sí,4000,La Florida,Sí,Sí,6813.6841
69519564,10-12-2021,16:31:34,723,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,No lo necesito,Muy urgente,No lo necesito,Muy urgente,Muy urgente,Sólo en restricciones,Sí,Hospital público,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,50000,Sí,No,,Otra situación,No,,No,,Lo Espejo,Sí,Sí,6565.9058
84467231,08-12-2021,15:50:47,341,41-80,60+,MUJER,CN,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,No lo necesito,No lo necesito,Nada urgente,Muy urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Consultorio,"Sí, algunos",,Sí,15000,No,No,,Pensionado,"Sí, en centro privado",2000000,No,,Valparaíso,Sí,Sí,6622.8569
83029493,07-12-2021,16:53:06,977,0-40,60+,HOMBRE,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,Sí,,Sí,Muy urgente,Muy urgente,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Urgente,Igual que presencial,Sí,Centro privado,"Sí, algunos",,Sí,9000,No,No,,Pensionado,No,,Sí,5000,Talca,Sí,Sí,6696.6362
80180566,08-12-2021,15:04:43,531,41-80,60+,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,Urgente,Muy urgente,Muy urgente,Muy urgente,Prefiero telemedicina,Sí,Hospital público,"Sí, todos",,Sí,20000,No,Sí,Sí,Pensionado,No,,No,,Renca,Sí,Sí,6599.2856
70953186,10-12-2021,15:46:35,490,0-40,60+,HOMBRE,S,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,Urgente,Muy urgente,Nada urgente,No lo necesito,,Sí,Consultorio,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,Osorno,Sí,No,6797.7646
71049879,10-12-2021,14:45:05,925,41-80,60+,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,Sí,No,,Sí,Muy urgente,Urgente,Muy urgente,Muy urgente,Urgente,Urgente,Muy urgente,,Sí,Consultorio,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,Codegua,Sí,Sí,6599.2856
70616889,08-12-2021,15:46:29,298,41-80,60+,MUJER,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Muy urgente,Urgente,Urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Molina,Sí,Sí,6218
999,07-12-2021,18:29:30,468,0-40,60+,HOMBRE,CS,Sí,Sí,Ninguno,,,Sí,No,,No,,Poco urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Nada urgente,No me atendería,Sí,Consultorio,"Sí, todos",,Sí,12000,No,No,,Pensionado,No,,No,,Traiguén,No,No,6696.6362
69605716,08-12-2021,12:52:28,455,0-40,60+,HOMBRE,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Consultorio,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,Nancagua,Sí,Sí,6813.6841
74621576,11-12-2021,13:21:53,321,0-40,60+,HOMBRE,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,Urgente,No lo necesito,No lo necesito,Nada urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Pensionado,No,,No,,Puente Alto,Sí,Sí,6813.6841
999,04-12-2021,18:35:38,499,41-80,60+,HOMBRE,CS,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,Sí,,Sí,Urgente,Urgente,No lo necesito,Muy urgente,Muy urgente,No lo necesito,No lo necesito,Prefiero telemedicina,Sí,Centro privado,"Sí, algunos",,Sí,150000,No,Sí,No,Pensionado,No,,No,,Taltal,No,No,6290.7002
71260004,07-12-2021,17:26:06,483,0-40,60+,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,,No lo necesito,Nada urgente,Muy urgente,No lo necesito,No lo necesito,No me atendería,Sí,Consultorio,"Sí, todos",,No,,No,Sí,No,Pensionado,No,,No,,Yungay,Sí,No,6680.04
69505355,04-12-2021,15:45:18,356,0-40,60+,MUJER,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,Sí,,Sí,Muy urgente,Muy urgente,No lo necesito,Muy urgente,No lo necesito,Urgente,Muy urgente,Sólo en restricciones,Sí,Centro privado,"Sí, algunos",,Sí,120000,Sí,Sí,No,Pensionado,No,,No,,Curicó,Sí,Sí,6680.04
72813281,09-12-2021,14:43:01,314,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Otra razón,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Muy urgente,No lo necesito,Poco urgente,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Médico particular,"No, ninguno",Otra razón,Sí,20000,No,No,,Otra situación,No,,No,,Estación Central,Sí,Sí,6565.9058
72325533,08-12-2021,12:14:44,468,0-40,60+,MUJER,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Nada urgente,Muy urgente,No lo necesito,Muy urgente,Nada urgente,Urgente,Nada urgente,No me atendería,Sí,Hospital público,"Sí, todos",,Sí,,No,Sí,No,Pensionado,No,,No,,Quirihue,Sí,Sí,6680.04
67137858,06-12-2021,18:24:12,327,>80-NA,60+,MUJER,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Nada urgente,Poco urgente,No lo necesito,Muy urgente,Muy urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,Sí,15000,No,No,,Pensionado,No,,No,,La Florida,Sí,Sí,6916.375
70105100,09-12-2021,17:11:53,286,41-80,60+,MUJER,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,No lo necesito,No lo necesito,Muy urgente,Poco urgente,No lo necesito,No lo necesito,Prefiero telemedicina,Sí,Consultorio,"Sí, todos",,No,,No,Sí,Sí,Pensionado,No,,No,,Valdivia,Sí,Sí,5803.6665
70237510,08-12-2021,17:21:20,325,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,No lo necesito,No lo necesito,No lo necesito,,No lo necesito,No lo necesito,No me atendería,Sí,Hospital público,"Sí, todos",,No,,No,Sí,No,Pensionado,No,,No,,Cerro Navia,Sí,No,6565.9058
71205672,11-12-2021,15:33:26,349,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Poco urgente,Muy urgente,Urgente,Muy urgente,Muy urgente,No me atendería,Sí,Hospital público,"Sí, todos",,Sí,30000,No,No,,Pensionado,No,,No,,Hualañé,Sí,Sí,6565.9058
69358158,08-12-2021,17:45:37,469,41-80,60+,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Hospital público,"Sí, algunos",,Sí,5000,No,No,,Pensionado,No,,No,,Coquimbo,Sí,Sí,6720.25
78687176,09-12-2021,18:32:58,293,41-80,60+,MUJER,CS,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,Sí,15000,No,No,,Pensionado,No,,No,,Rancagua,Sí,Sí,6218
999,04-12-2021,16:54:37,519,0-40,60+,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,No lo necesito,No lo necesito,Nada urgente,Poco urgente,Nada urgente,No me atendería,Sí,Médico particular,"Sí, algunos",,Sí,50000,No,Sí,Sí,Pensionado,No,,No,,Concepción,No,Sí,6680.04
72612114,15-12-2021,12:49:56,292,0-40,60+,MUJER,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,Muy urgente,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Consultorio,"Sí, todos",,No,,No,Sí,Sí,Pensionado,No,,No,,Los Andes,Sí,Sí,6851.6313
72424341,08-12-2021,16:05:49,399,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Muy urgente,No lo necesito,Urgente,Poco urgente,Muy urgente,No lo necesito,No me atendería,Sí,Consultorio,"No, ninguno",No están disponibles,Sí,5600,No,No,,Pensionado,No,,No,,Las Cabras,Sí,Sí,6565.9058
77562275,17-12-2021,18:59:08,307,41-80,60+,MUJER,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,Sí,,Sí,No lo necesito,Urgente,No lo necesito,No lo necesito,No lo necesito,Urgente,No lo necesito,Sólo en restricciones,Sí,Centro privado,"No, ninguno",Prefirió comprarlos por la calidad,Sí,20000,No,No,,Trabaja remuneradamente,No,,No,,Concepción,Sí,No,6218
999,03-12-2021,19:02:04,326,41-80,60+,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,Sí,No,Pensionado,No,,No,,Pedro Aguirre Cerda,No,No,6599.2856
85511802,16-12-2021,11:05:50,317,0-40,60+,HOMBRE,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Muy urgente,Urgente,Urgente,Muy urgente,Urgente,Muy urgente,,Sí,Consultorio,"Sí, todos",,No,,No,Sí,Sí,Pensionado,No,,No,,Temuco,Sí,Sí,6813.6841
68570465,08-12-2021,17:25:25,279,41-80,60+,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,Nada urgente,No lo necesito,No lo necesito,Nada urgente,No lo necesito,No lo necesito,Igual que presencial,Sí,Hospital público,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,San Antonio,Sí,Sí,6720.25
68385608,13-12-2021,17:07:38,286,0-40,60+,HOMBRE,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,Sí,No lo necesito,No lo necesito,No lo necesito,Muy urgente,Muy urgente,Poco urgente,No lo necesito,No me atendería,Sí,Consultorio,"Sí, todos",,No,,No,Sí,No,Pensionado,No,,No,,Temuco,Sí,Sí,6797.7646
67746913,08-12-2021,11:54:34,498,41-80,60+,MUJER,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,Sí,,Sí,Poco urgente,Urgente,No lo necesito,No lo necesito,Muy urgente,No lo necesito,Muy urgente,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,Sí,18000,No,Sí,Sí,Pensionado,No,,No,,Ñuñoa,Sí,Sí,6676.1055
73069653,04-12-2021,11:05:51,579,41-80,60+,MUJER,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me cambiaría a Isapre,Sí,No,,Sí,Muy urgente,Muy urgente,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Médico particular,"No, ninguno",No lo consideró,No,,No,No,,Pensionado,"Sí, en centro privado",38000000,No,,Chanco,Sí,Sí,6676.1055
70119689,04-12-2021,17:48:34,375,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,Urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Igual que presencial,Sí,Consultorio,"Sí, todos",,No,,No,Sí,No,Pensionado,No,,No,,Recoleta,Sí,Sí,6565.9058
72443640,07-12-2021,16:52:11,444,41-80,60+,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,Urgente,No lo necesito,Muy urgente,Poco urgente,Nada urgente,No lo necesito,No me atendería,Sí,Médico particular,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,,No,Sí,No,Pensionado,No,,No,,Renca,Sí,Sí,6599.2856
81662579,14-12-2021,14:16:22,371,0-40,60+,HOMBRE,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Muy urgente,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No me atendería,Sí,Centro privado,"No, ninguno",No están disponibles,Sí,100000,No,Sí,Sí,Pensionado,No,,No,,Puente Alto,Sí,Sí,6813.6841
74182611,11-12-2021,11:49:08,500,41-80,60+,MUJER,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Urgente,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,Sí,10000,No,Sí,No,Pensionado,No,,No,,Paine,Sí,Sí,6676.1055
74901882,11-12-2021,13:21:49,358,0-40,60+,HOMBRE,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Poco urgente,No lo necesito,No me atendería,Sí,Hospital público,"Sí, todos",,Sí,10000,Sí,No,,Pensionado,No,,No,,Antofagasta,Sí,Sí,6800.1665
75298559,14-12-2021,16:25:46,515,0-40,60+,MUJER,N,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No he conseguido hora,Sí,Urgente,Urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,Nada urgente,No me atendería,Sí,Hospital público,"Sí, todos",,Sí,9000,No,Sí,No,Pensionado,No,,No,,Arica,Sí,Sí,6412.5
69567985,04-12-2021,14:02:43,648,0-40,60+,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,Sí,,Sí,Nada urgente,Poco urgente,No lo necesito,No lo necesito,,Nada urgente,Nada urgente,No me atendería,Sí,Consultorio,"Sí, todos",,Sí,29000,No,Sí,Sí,Pensionado,No,,No,,Molina,Sí,Sí,6680.04
999,04-12-2021,12:03:21,352,0-40,60+,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No me atendería,No,,,,,,No,Sí,Sí,Pensionado,No,,No,,Pudahuel,No,No,6565.9058
